"No","Tip","Mahkeme/Daire","Esas","Karar","Tarih","ID (Sinerji)","URL","Anahtar Kelimeler","Snippet"
"455","Yargıtay","Ceza Dairesi","2020/13784","2020/17120","2020-11-24","bVhIYUpYa3BaQnVOZE0yMkN6RU5Ra1lIM0sveXRhM1Q","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/bVhIYUpYa3BaQnVOZE0yMkN6RU5Ra1lIM0sveXRhM1Q","gebeliğin, travmaya","İhtisas Kurulunun raporuna göre ""...dolayısıyla, gebeliğin düşükle sonuçlanmasının travmaya mı bağlı ... olduğu yoksa gebeliğin kendisinden gelişen bir durum mu olduğu hususunda tıbben ayrım yapılamadığı""nın"
"456","Yargıtay","Ceza Dairesi","2018/2070","2020/2606","2020-11-02","bldNNnR6Zm5Nb0g2TElOR245YzNFbVBKTHdZMmJDajQ","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/bldNNnR6Zm5Nb0g2TElOR245YzNFbVBKTHdZMmJDajQ","travmasına, boğaz","üzerinde yaptığı klasik otopside elde ettiği bulgulardan edindiği kanaate dayalı olarak ''1-Şahısta kafa travmasına ... subaraknoid kanamaların mevcut olduğu, bu yaralanmaların müstakilen öldürücü nitelikte olduğu, 2-Ağız, boğaz ... şahsın ölümü üzerinde bağla veya elle boğmaya bağlı mekanik asfiksinin etkili olduğu, 3-Şahsın kafa travmasına"
"457","Yargıtay","Ceza Dairesi","2020/11517","2020/14966","2020-10-28","aFRTNjJNaVFpV1l1U3Nub1ZMYWp6YUY1QnBYVkhVV3I","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/aFRTNjJNaVFpV1l1U3Nub1ZMYWp6YUY1QnBYVkhVV3I","travmatoloji, boğaz","sağ elde kızarıklık ve şişlik"" mevcut olduğunun belirtildiği, Özel Medikent Hastanesi Ortopedi ve Travmatoloji ... müdahale ile giderilemez olduğunun açık olarak belirtilmediği yine Özel Medikent Hastanesi Kulak Burun Boğaz"
"458","Yargıtay","Ceza Genel Kurulu","2020/28","2020/426","2020-10-20","RllyUmNnaUJNN2xYb3J6eDkwK1BxaDhKNGladmpKdTU","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/RllyUmNnaUJNN2xYb3J6eDkwK1BxaDhKNGladmpKdTU","travma, hamile","düzenlenen 13.04.2012 tarihli rapora göre; katılan mağdurede yaşadığı iddia edilen olaya bağlı olarak travma ... da yıkamasını istediğini, katılan mağdurenin yaşadığını ifade ettiği olaya bağlı olarak ortaya çıkan travma ... olduğunun değerlendirildiği, katılan mağdurenin öyküsü ve ayrıntılı ruhsal durum muayenesinde saptanan travma ... şekilde hareket ettiğini, daha sonra cinsel organını çıkararak karın bölgesine boşaldığını, kendisine ""Hamile ... belirtilmesinin yanı sıra katılan mağdurenin öy"
"459","Bölge Adliye Mahkemesi","14. Hukuk Dairesi","2018/2279","2020/1062","2020-10-15","bzZBUGw1SXNaQjlCZzkwb0hId1VnQT09","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/bzZBUGw1SXNaQjlCZzkwb0hId1VnQT09","boğaz, gebelik, travma","bölgesinde ödem oluştuğunun tespit edildiğini, şikayetlerinin geçmemesi üzerine Nöroloji ve Kulak Buran Boğaz ... aldığını, burada antidepresan ilaçlar kullanılmasının önerildiğini, bunların yanı sıra en önemlisi gebelik ... gitmesine neden olan rahatsızlığının sözkonusu gemi kazasından kaynaklandığının ispat edilmesi gerektiğini, gebelik ... Kurumundan alınan rapora göre söz konusu yaralanmadan dolayı maluliyeti gerektirir bir durumunun olmadığı, gebelik ... sonucu yaralanmış olması, bundan dol"
"460","Yargıtay","Ceza Dairesi","2016/14939","2020/11359","2020-10-13","bXRYaERid1hka2NuYzRjQSsra3RwbFVodmZ5bTNNczk","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/bXRYaERid1hka2NuYzRjQSsra3RwbFVodmZ5bTNNczk","boğaz, travmaya","Şevki Atasagun Nevşehir Devlet Hastanesinde kulak burun boğaz uzmanı tarafından düzenlenen 12/10/2012 ... tarihli kati raporda ''mevcut burun kırığı travmaya bağlı ise yüzünde sürekli değişikliğe neden olduğu"
"461","A.İ.H.M.","A.İ.H.M.","2012/261","2020/","2020-10-13","VHVwR0lVMWZvYXNHRDNIL0pvSEZYejBhMFY0QjlEL0c","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/VHVwR0lVMWZvYXNHRDNIL0pvSEZYejBhMFY0QjlEL0c","travmaya, hamile","düşürme iddiası konusunda sorgulanan uzmanlar, adli tıpla ilgili geçmiş örneklere göre, bu türden bir travmaya ... Dadaeva’nın çocuk düşürdüğü yönündeki iddiaya ilişkin olarak, Cumhuriyet Savcısı, başvuranın hamile"
"462","Yargıtay","Ceza Genel Kurulu","2017/393","2020/408","2020-10-08","aGVNbWczL1lyQjQ5K0FNcG94SjdYNXJnTmViSFV4Y0E","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/aGVNbWczL1lyQjQ5K0FNcG94SjdYNXJnTmViSFV4Y0E","travmatik, boğazından","laserasyonlarına, sonrasında her iki organın da alınmasına ve yumuşak doku lezyonlarına neden olan künt travmatik ... ölçüde hafif nitelikte olmadığı, vücutta kemik kırığı tanımlanmadığı, yüz sınırları içinde herhangi bir travmatik ... ...’ın kendisini darbettiklerini, sanık ...’ın iple ayağını bağladığını, inceleme dışı sanık ...’ın boğazından"
"463","Yargıtay","Ceza Genel Kurulu","2020/1-5","2020/376","2020-09-24","aVFwY1E4NmxKcmw0MzE0cEJzclF6V29mYXh1L3Z5T2c","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/aVFwY1E4NmxKcmw0MzE0cEJzclF6V29mYXh1L3Z5T2c","travmasına, boğazını","bulunduğu, safrada Klomipramin ve Methandriol Dipropionate tespit edildiği, kişinin ölümünün küt kafa travmasına ... ""Ben Kanlıbağlıyım” deyince ayağa kalktığını, bu esnada maktulün kendisinin üzerine yürüyüp, boğazını ... taşın başına isabet etmesi sonucu yaralanarak yere düşen maktulün kaldırıldığı hastanede, küt kafa travmasına ... tavanda multipl lineer kırık hatları oluşacak şekilde yaralandığı ve buna bağlı olarak künt kafatası travmasına"
"464","Anayasa","Bölüm","2017/14734","2020/","2020-09-16","aUZMUEdBS2V0RjNkSE1QOVdlNzhaTmd0b29YS3R5ckI","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/aUZMUEdBS2V0RjNkSE1QOVdlNzhaTmd0b29YS3R5ckI","boğaz, travmatik","Ağız-Boğaz-Boyun ... 2-Kişinin ölümüne tesir edecek mahiyette travmatik"
"465","Anayasa","Genel Kurul","2017/31619","2020/","2020-07-23","WDJQZjlDZ082YTR6bkhqTlhFelhHclRnN21aaEcrY0Q","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/WDJQZjlDZ082YTR6bkhqTlhFelhHclRnN21aaEcrY0Q","hamile, gebelik, gebelikte, travmatik, gebeliğin, gebelikle","Başvurucu 15/5/2017 tarihinde kollukta alınan ifadesinde; kimden hamile kaldığını bilmediğini, ilk cinsel ... Somut olayda gebelik süresinin on haftayı geçmiş olduğu ve gebelikte annenin hayatını tehlikeye atan ... açıdan travmatik süreç yaşamasından dolayı gebeliğin sonlandırılmasının hem anne hem de ceninin (bebek ... e) Barınma tedbiri, barınma yeri olmayan çocuklu kimselere veya hayatı tehlikede olan hamile ... AİHM'e göre hamile olan bir kadının özel hayatı, gelişmekte olan cenininkiyle sık"
"466","Yargıtay","Ceza Dairesi","2020/3583","2020/8853","2020-07-07","NW1ETEdVVEp1TWlTNnFjSUZhcGhRY2tUbjJ5ZDlmMFI","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/NW1ETEdVVEp1TWlTNnFjSUZhcGhRY2tUbjJ5ZDlmMFI","boğaz, travmaya","sebeplerinin reddine, ancak; a) Müşteki ... hakkında Akçakale Devlet Hastanesi kulak burun boğaz ... uzmanı tarafından düzenlenen 27.02.2013 tarihli adli raporda; “yapılan kulak burun boğaz fizik muayenesinde ... uzmanı tarafından düzenlenen 27.02.2013 tarihli adli raporda; “yapılan kulak burun boğaz fizik muayenesinde ... uzmanınca düzenlenen 21.02.2013 tarihli adli raporda; “yapılan kulak burun boğaz muayenesi ve os nazal ... yan grafisinin incelenmesi sonucunda os nazalde travmaya bağlı non-d"
"467","Yargıtay","Ceza Dairesi","2020/6523","2020/8480","2020-07-02","cGpYUHNQVmFIcXA2ODN2TlpaWTV3Sm10eXhlcnpzejQ","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/cGpYUHNQVmFIcXA2ODN2TlpaWTV3Sm10eXhlcnpzejQ","boğaz, travmatik","Devlet Hastanesinde görevli kulak burun boğaz uzmanı tarafından düzenlenen adli raporlarda, sol santralde ... 4x3 mm'lik travmatik perforasyon şeklindeki yaralanmanın basit tıbbi müdahale ile giderilemez olduğunun"
"468","Yargıtay","Ceza Dairesi","2019/11498","2020/3604","2020-06-25","cDZnVUtDTzBhNjBoajZMWFoyRWlDRTkvaVRBSjdzN24","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/cDZnVUtDTzBhNjBoajZMWFoyRWlDRTkvaVRBSjdzN24","travması, boğaz","in ise ezilme nedeniyle genel beden travması sonucu, -İstanbul Büyükşehir Belediyesi Binası önünde ... nun ise tankla ezilme nedeniyle genel beden travması sonucu, -Harbiye semtinde bulunan TRT binası ... in künt kafa travması, .....nın ise köprü yolu üzerindeki Ümraniye Çakmak Köprüsü civarında tankla ezilme ... nedeniyle genel beden travması sonucu, -İstanbul Emniyet Müdürlüğü yakınında bulunan Ak Parti Fatih ... in ise tank topu atışına bağlı genel beden travması sonucu hayatını kaybettiği, a"
"469","Anayasa","Bölüm","2017/35569","2020/","2020-06-18","SlBaSXlFbVlJbnhQb0g2dWRPNGVqOHIvVnRUS0JwZG0","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/SlBaSXlFbVlJbnhQb0g2dWRPNGVqOHIvVnRUS0JwZG0","gebeliğin, hamile, travmatik, travma, gebeliğinin","Başvuru, aile bireyleri tarafından kasten yaralanma neticesinde gebeliğin sona ermesine rağmen sorumlular ... 7. 1995 doğumlu olan başvurucu, olay tarihinde yaklaşık 3 aylık evli ve 7 haftalık hamile ... kaybının 01/03/2017 tarihli künt travmatik eylemle somut illiyet bağı bulunup bulunmadığı, herhangi ... bir travmatik eylem olmaksızın spontan abortusların mümkün olup olmadığı"" hususlarında düzenlenecek ... hazırlanmış, genel adli muayene raporundaki gözlemler tekrar edilerek başvurucunun yaptı"
"470","Anayasa","Bölüm","2014/14048","2020/","2020-06-10","OUVZT3VXaGlXUFhPMzJzZEEyODRlZXNudFB5Q25KdzA","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/OUVZT3VXaGlXUFhPMzJzZEEyODRlZXNudFB5Q25KdzA","hamile, travma","kayıtlı olmayan Kerem Yıldırım'ın da hayatını kaybettiğini hatta Asiye Yıldırım'ın olay anında hamile ... bombalama yapıldığı iddia edilen ve ""devletin kudretinin"" dâhil olduğu böylesine bir olayda travma"
"471","Bölge Adliye Mahkemesi","2. Hukuk Dairesi","2019/1961","2020/587","2020-06-04","NFBzbkVYcmxSalRKOVlRYnNpdm82QT09","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/NFBzbkVYcmxSalRKOVlRYnNpdm82QT09","hamileyken, hamile, travması","itibaren de davalının davacıyı sürekli dövdüğünü, davalının dövme fiilini müvekkilinin ikiz çocuklara hamileyken ... ettiği üzere davalının sürekli olarak davacıya küfür, hakaret ettiği, kabirdeki babasına bile sövdüğü, hamile ... olduğunu, davacının babası hayatta iken babasının ağır şekilde dayak atması nedeniyle davacının beyin travması ... bozuk olduğunu, sürekli küfürlü kelimeler kullandığını, davalıya küfürler ettiğini, davalının davacıyı hamile"
"472","Yargıtay","Ceza Genel Kurulu","2016/3-794","2020/259","2020-06-04","TEtVZ0dXNkt2cmdoZmFTWW1UeHlZNG5TWnY4ZFAwSGY","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/TEtVZ0dXNkt2cmdoZmFTWW1UeHlZNG5TWnY4ZFAwSGY","travmatik, gebe","Müdürlüğünce hazırlanan 06.03.2006 tarihli raporda; alkolsüz olan sanığın vücudunda haricen herhangi bir travmatik ... e) Gebe ... e) Gebe"
"473","Yargıtay","Ceza Genel Kurulu","2020/1-164","2020/239","2020-05-28","VElxbFgyNm1RRVErUHFkMm1Qa3lhRjl2eGdMbE5mZk4","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/VElxbFgyNm1RRVErUHFkMm1Qa3lhRjl2eGdMbE5mZk4","hamile, travmatik","Erdim; ""...Sanık annenin, evlilik dışı ilişki sonucu hamile kaldığı bebeğini doğumdan üç gün sonra ... müdahaleye ait iğne izi görüldüğü, yine sağ el sırtında da iğne izi bulunduğu, harici olarak başkaca travmatik ... İstanbul Birinci Adli Tıp İhtisas Kurulunun 09.04.2014 tarihli raporunda; bebeğin travmatik ... kendisine anlattığını, Taner Taşçı isimli bir kişiyle arkadaşlık yaptığını ve ilişkiye girdiklerini, hamile ... arkadaş ortamında tanıştığını, aralarında yakınlık olduğunu ve rızaları il"
"474","A.İ.H.M.","A.İ.H.M.","2010/38477","2020/","2020-05-26","ZlpZamsxeTNJR3pWUFlVTWk4T3F2azJ6dTNrczI4cy8","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/ZlpZamsxeTNJR3pWUFlVTWk4T3F2azJ6dTNrczI4cy8","hamile, hamileliği, travma","İlgili zamanda hamile olan ikinci başvuran, 1 Şubat 1999 tarihinde, bir telefon direği üzerine düştüğünde ... Başvuranlar, 16 Haziran 2005 tarihinde, ikinci başvuranın hamileliği sırasında üzerine telefon direğinin ... Bu nedenle, travma ile erken doğum ve sonuç olarak, başvuranların oğlunun mevcut sağlık durumu arasında ... koymadığı ve Elmas Kaya’nın sadece bacak yaralanmaları nedeniyle tedavi edildiği kaydedilerek, travma ... Bu nedenle travma, kaza sonrası erken doğum ve mevcut sağlık sorunl"
"475","Bölge Adliye Mahkemesi","1. Ceza Dairesi","2019/1638","2020/435","2020-03-27","OHNyWDF4SHJJNjd2MTVYeDNIT2Q5dz09","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/OHNyWDF4SHJJNjd2MTVYeDNIT2Q5dz09","hamile, travmasına","Defa hamile kalınca bunu bana söyledi. Bende baldızım ... ve A. ile bu durumu paylaştım. ... Defa hamile kalmasına ve ilk eşim olan ...dan bizim hiç çocuğumuzun olmaması durumuna bağlıyorum. ... ikinci ayın üçünde eşimi tekrar alıp köye döndüm, köye döndükten sonra eşim diğer imam nikahlı eşimin hamile ... Eşinin hamile kalmasından sonra .... sanığa artık beni bırak evlendin çocuğunda oldu beni bırak yoluma ... sağ diz altında 10 cm tırnak izi bulunduğu, 28/01/2016 tarihli yaralanmaya ilaveten g"
"476","Yargıtay","Ceza Genel Kurulu","2016/797","2020/175","2020-03-12","KzU3SUJwQ0JTN0Y2eHV6c3ZLaVZtcWl2Ly9DRkFXVGw","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/KzU3SUJwQ0JTN0Y2eHV6c3ZLaVZtcWl2Ly9DRkFXVGw","travmaya, boğazına","sanığın babası ... hakkında düzenlenen 11.02.2012 tarihli raporda; alkolsüz olan şahsın başında küt travmaya ... nin boğazına elini attığını, bu sırada kendisinin de “Çocuğu bırak” diyerek araya girmeye çalıştığını ... şahıslara “Neden oğlumu dövüyorsunuz” diye sorduğunda kavga çıktığını, kavga sırasında ...’ün kendisinin boğazına ... ün kendisinin boğazına sarılıp birkaç kez vurduğunu, paket kesmek için cebinde taşıdığı bıçağı çıkarıp"
"477","Yargıtay","Ceza Dairesi","2019/7514","2020/2558","2020-03-10","dkFxUGd0OWJZVVBzREJ6NitiZC9EMnZieFBYRFdlRjE","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/dkFxUGd0OWJZVVBzREJ6NitiZC9EMnZieFBYRFdlRjE","hamile, gebenin, travması, travma, gebeliği, gebe","in ise ebe olarak görev yaptığı, hamile olan katılan ...' ... müdahale ettikleri, saat 23.34'te posterior yüz gelişi olduğunun tespit edildiği, NST de reaktif olan gebenin ... ameliyat ekibiyle sezaryen ameliyatını yaptığı, doğan çocukta epikrize göre solunum sıkıntısı, doğum travması ... , yüz gelişe bağlı travma, nöbet geçirme şikayeti, sol gözde, frontal bölgede sağ gözde sol fronto-paryeyooksipital ... Kurulunun 14/05/2014 tarihli ve Yüksek Sağlık Şurasının 12-13/02/2015 tarihli raporlarında"
"478","Yargıtay","Ceza Dairesi","2020/1499","2020/4679","2020-03-09","dXlrWnd1L2ZGYytVRWZzVzBwdlJhY3JDM2ErTjBiUWc","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/dXlrWnd1L2ZGYytVRWZzVzBwdlJhY3JDM2ErTjBiUWc","gebe, travma","vekili ile sanık ve müdafiinin yerinde görülmeyen diğer temyiz sebeplerinin reddine; ancak, Sanığın gebe ... ettiği olayda; plasenta dekolmanı, bebeğin erken doğumu ve bebeğin ölümünün annesinin maruz kaldığı travma ... anlaşılmış ise de, sanığın mağdura yönelik eyleminin 5237 sayılı TCK'nin 87/1-e maddesinde belirtilen ''gebe ... vaktinden önce doğmasına'' mı neden olduğu yoksa 5237 sayılı TCK'nin 87/2-e maddesinde belirtilen ''gebe"
"479","Yargıtay","Ceza Genel Kurulu","2016/3-727","2020/146","2020-03-03","WmlHSGZkdUkrNTJjQXRSWGtCemgrczFoVGR1VDFsT2s","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/WmlHSGZkdUkrNTJjQXRSWGtCemgrczFoVGR1VDFsT2s","travması, gebertiriz","Hastanesince düzenlenen 04.10.2008 tarihli raporda; mağdurun genel durumunun iyi, şuurunun açık olduğu, kafa travması ... kırmaya başladıklarını, bir kişinin elinde bıçak olduğunu, bu kişilerin kahvehaneden çıkarken “Sizi gebertiriz"
"480","Yargıtay","Ceza Dairesi","2018/919","2020/1334","2020-02-11","ZkMzRU90NkNZTjFoSzkwK1QwdnVSWmpBV1hwbmRNZDY","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/ZkMzRU90NkNZTjFoSzkwK1QwdnVSWmpBV1hwbmRNZDY","hamile, travmatik",".'in görevlendirildiği,...in 6 aylık hamile olduğu gerekçesiyle hasta kabininde değil önde şoför ... kanama sonucu meydana gelmiş olduğu, Adli Tıp Kurumu Genel Kurulunun 13/11/2014 tarihli raporunda, travmatik ... tesir veya zehirlenerek öldüğüne dair delil olmadığı, patolojik (travmatik olmayan) beyin kanaması ve"
"481","Yargıtay","Ceza Genel Kurulu","2018/14-493","2020/60","2020-02-06","NldlR09JRTNJNktVQlZxcm5oYmxmUmVwUXVIRnlzMkw","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/NldlR09JRTNJNktVQlZxcm5oYmxmUmVwUXVIRnlzMkw","hamile, travma","Hamile olada bilirim hamile olmayada bilirim. Şu dünyada keşke olmasaydı. Köpeksin sen. ... dikkatinin doğal bulunduğu, muayenesinde iddia edilen cinsel istismar olayına bağlı olarak ''kronik travma ... 15.02.2016 tarihli heyet raporuna göre; maruz kaldığı iddia edilen olaya bağlı olarak ''kronik travma ... düzenlenen 15.02.2016 tarihli raporda maruz kaldığı iddia edilen olaya bağlı olarak ''kronik travma"
"482","Bölge Adliye Mahkemesi","1. Hukuk Dairesi","2018/1213","2020/140","2020-01-31","Wkp5N21HbkJLM1NlZDI4RUpMV29TZz09","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/Wkp5N21HbkJLM1NlZDI4RUpMV29TZz09","hamileliğine, hamile, hamileliğinin, gebelik, travmalar","kaldığı ancak hamileliğine rağmen eşi tarafında mütemadiyen şiddet görmeye devam ettiği henüz 5 aylık ... hamile iken davalı tarafın kendisini tekme ile dövmesi neticesinde bebeği karnında ters döndüğü ve bu ... yüzenden bir dizi sağlık sorunları yaşadığını, uzun süre kızından haber alamayan annesi hamileliğinin ... düğün tarihi olan 01/12/2012 tarihinde itibaren işleyecek yasal faizi ile birlikte 5000 TL doğum ve gebelik ... vekili istinaf dilekçesinde; davacının yaşadığı zor günler, maruz kald"
"483","Yargıtay","Ceza Genel Kurulu","2016/73","2020/40","2020-01-30","YlFvYXhSVXozQjV3bmxENjQrcmpSUml5T01KbXVIV3I","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/YlFvYXhSVXozQjV3bmxENjQrcmpSUml5T01KbXVIV3I","gebe, travma, hamile, hamilelik, hamileliği","Hastalıkları Hastanesinin 29.04.2010 tarihli raporuna göre; mağdurenin bakire olmadığı, düşük yaptığına veya gebe ... tarihli raporuna göre; mağdurenin dövülme ve fiili livata şüphesiyle geldiği, sol kol dış kısmında künt travma ... sonucu meydana gelmiş birkaç günlük ekimoz olduğu, sol bacak dış kısmında künt travma sonucu oluşan ... bozacak mahiyet ve derecede olmadığı, sanık ...’in eylemleri nedeniyle ruh sağlığını bozacak mahiyette “Travma ... ...’den olduğunu düşündüğünü, hamile olduğunu .."
"484","Anayasa","Bölüm","2016/13964","2020/","2020-01-28","SC9SclpoODh3U0lvWnhSSWlEOUNid3hXL3pNK0JBZjA","https://mevzuat.sinerjias.com.tr/ictihat/yuksek-mahkeme/yargitay%20karari/SC9SclpoODh3U0lvWnhSSWlEOUNid3hXL3pNK0JBZjA","boğazı, travmatik, travmaya, boğazının","kişilik gruba toplumsal müdahale aracı (TOMA) vasıtasıyla tazyikli suyla müdahale edilmiş, kendisinin boğazı ... sağ hemitoraks dış yan duvar alt kısmında hassasiyet tespit edildiği, onun dışında gözaltında oluşmuş travmatik ... Ek olarak başvurucunun gözaltına alınırken travmaya maruz kaldığı iddiasına yer verilmiştir. ... Başvurucu gözaltına alınması esnasında boğazının sıkıldığını, tekmelendiğini, polis aracına götürüldükten"
